nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,harga_tiket,link,latitude,longitude,link_gambar
Pelita Desa,Umum,Lainnya,Ciseeng,Kabupaten Bogor,4.5,3342,150000,https://www.google.com/maps/place/Pelita+Desa/data=!4m7!3m6!1s0x2e69c4ed49503803:0xaf5405151a84cf72!8m2!3d-6.4710976!4d106.6702516!16s%2Fg%2F11b6lk5j92!19sChIJAzhQSe3EaS4Rcs-EGhUFVK8?authuser=0&hl=id&rclk=1,-6.4710976,106.6702516,https://lh3.googleusercontent.com/p/AF1QipP1zB0obkc-cl7-x3ThzmnSzS09pMf8KOWnKFTI=w1200-h800
Taman Wisata Wana Griya,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,4.2,1459,7500,https://www.google.com/maps/place/Taman+Wisata+Wana+Griya/data=!4m7!3m6!1s0x2e69e7b6b62b89a3:0xdda37dbf609259a8!8m2!3d-6.4217485!4d106.6921474!16s%2Fg%2F11f6g4lpvs!19sChIJo4krtrbnaS4RqFmSYL99o90?authuser=0&hl=id&rclk=1,-6.4217485,106.6921474,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy592Dpr7jnUlT4Kspk1DQ7QpYRPSnYoDj0IDGUDy89wrz9EyPKkGxXUGURotdL9q8Bki6zey_76a19-rtvojR13WG_zjiUIbYtCUFdvpQcTlm-rBhc-zi0bxQIQqe9Ehf3qyr_=w1200-h800
Wisata Situ Cinangsi,Alam,Wisata Alam,Ciseeng,Kabupaten Bogor,4.2,167,5000,https://www.google.com/maps/place/Wisata+Situ+Cinangsi/data=!4m7!3m6!1s0x2e69e32e2a4ae53d:0x446576bb7d37d944!8m2!3d-6.3643314!4d106.5840246!16s%2Fg%2F11mx3l_n1n!19sChIJPeVKKi7jaS4RRNk3fbt2ZUQ?authuser=0&hl=id&rclk=1,-6.3643314,106.5840246,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxE6kbw5YONPnGhL6Rj6q98j3QsLCGO26uB92Yn7LC_ReaqGsYviM90bca_ryDDBRcoBVCNVp3VpejACgDJQpHwbQkvXy7Azz7G2btIENTSuttgBa7F14kk3OVxs5-7_6cCTrt-=w1200-h800
Outbound Telaga Pelangi Payang,Rekreasi,Wisata Rekreasi,Ciseeng,Kabupaten Bogor,4.3,1366,8000,https://www.google.com/maps/place/Outbound+Telaga+Pelangi+Payang/data=!4m7!3m6!1s0x2e69e3f324bc9483:0x63e290878d634100!8m2!3d-6.3768459!4d106.6161709!16s%2Fg%2F11g0g9kcx2!19sChIJg5S8JPPjaS4RAEFjjYeQ4mM?authuser=0&hl=id&rclk=1,-6.3768459,106.6161709,
Tugu Geber Baru (Stones Factory),Umum,Lainnya,Citeureup,Kabupaten Bogor,4.3,230,0,https://www.google.com/maps/place/Tugu+Geber+Baru+%28Stones+Factory%29/data=!4m7!3m6!1s0x2e69c043c93a1665:0x546ab63ed8dc79fa!8m2!3d-6.4875901!4d106.8852051!16s%2Fg%2F11clybd38s!19sChIJZRY6yUPAaS4R-nnc2D62alQ?authuser=0&hl=id&rclk=1,-6.4875901,106.8852051,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzpI0xwt8uIEpneuYJvNzMyN4Q-ubiwNTXscECIoIMs08QcntoccH5eGjDhk75bjE3D5yFm7LNLwfbieue9-Va-85RDlNRl52mhIuDVBD2NKL_Y0JIhAtuS72h92YkoRfndx5YH=w1200-h800
"Hunian Wisata Citeureup, Hambalang, Pasir Mukti",Umum,Lainnya,Citeureup,Kabupaten Bogor,3.9,61,0,"https://www.google.com/maps/place/Hunian+Wisata+Citeureup,+Hambalang,+Pasir+Mukti/data=!4m7!3m6!1s0x2e69c0a18efa5c89:0xe0326e3bdc60df5f!8m2!3d-6.5234928!4d106.90687!16s%2Fg%2F11byl4vtc6!19sChIJiVz6jqHAaS4RX99g3DtuMuA?authuser=0&hl=id&rclk=1",-6.5234928,106.90687,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxu8xcy9orpi5HB7BTK8F4DjpoliIO3E4EQnmuk5igdQJ6VaGMpkHAzgx2mdb0FrNdKLT6cmVsWUd981Z6De3PkPTCHs8QEpH_hH9nJ2zHe79q0HY706RzCpavfKkq-_wtZ43-V=w1200-h800
Makam Syarif Hidayat.,Umum,Lainnya,Citeureup,Kabupaten Bogor,4.3,82,0,https://www.google.com/maps/place/Makam+Syarif+Hidayat./data=!4m7!3m6!1s0x2e69c0e5202555db:0x6a6ff699dded769a!8m2!3d-6.513866!4d106.8740287!16s%2Fg%2F11c3pcr821!19sChIJ21UlIOXAaS4Rmnbt3Zn2b2o?authuser=0&hl=id&rclk=1,-6.513866,106.8740287,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwbqkhBe_EVhf0FaYpAwtz4YYOZaupbzzC5LSLW5f0EwZwi2-AShxhF6FS2NUW4lpPcMAuzqNYpJbgV-6yMobTAC6MC2ZrpURJdaoOdMHSILXYHzQqGov6dM2Ti3HDRuQw_54K4=w1200-h800
Curug Leuwibolang,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,4.4,157,0,https://www.google.com/maps/place/Curug+Leuwibolang/data=!4m7!3m6!1s0x2e69bf3cc03c67af:0x51c4d8387037c548!8m2!3d-6.5288615!4d106.9285178!16s%2Fg%2F11j845m43z!19sChIJr2c8wDy_aS4RSMU3cDjYxFE?authuser=0&hl=id&rclk=1,-6.5288615,106.9285178,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxEc8G1PJdhb5pOQDNyqRl3gKiA5EsFGBW1wfZiOnaw_SXbmE2xjCFgzBoZ-bMqh65_q1vEvuVpvwloZeF0DuqWwLgmjejS1YFd1LECgSa-8IiSAT8X67-CEyt0VYGaWMzJZrs=w1200-h800
Jangkar Eco Park,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,4.6,415,40000,https://www.google.com/maps/place/Jangkar+Eco+Park/data=!4m7!3m6!1s0x2e69bbb6d93968a3:0x69b14ac33e1f063!8m2!3d-6.589931!4d107.0197193!16s%2Fg%2F11krwzb38z!19sChIJo2g52ba7aS4RY_DhM6wUmwY?authuser=0&hl=id&rclk=1,-6.589931,107.0197193,https://lh3.googleusercontent.com/p/AF1QipPNwy6IEsJ4O3TRpVyIM0ma2R2ZAortVGIurp7J=w1200-h800
Garden camp hambalang,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,4.5,74,25000,https://www.google.com/maps/place/Garden+camp+hambalang/data=!4m7!3m6!1s0x2e69c16d5c707e77:0xa0fda577eb2ef1ce!8m2!3d-6.5514622!4d106.8876562!16s%2Fg%2F11sr5vyxb8!19sChIJd35wXG3BaS4RzvEu63el_aA?authuser=0&hl=id&rclk=1,-6.5514622,106.8876562,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz1YLZU-wcM_Wy-aMhHumfssWeXCB4ADpUqcpUyV4ksxkb0XGp7rYmsPlNECNswrIkkM_VJdJ9tg3aQ-GQ_AP3XQmHFItLZuRtU7fo6XKPguagl-YzCpM6K0ie_I7q6LlWtRPA=w1200-h800
Tower TPI PMPP,Umum,Lainnya,Citeureup,Kabupaten Bogor,4.7,96,0,https://www.google.com/maps/place/Tower+TPI+PMPP/data=!4m7!3m6!1s0x2e69c0ceda79523f:0x8b27eed34eee9ffa!8m2!3d-6.5359102!4d106.8819844!16s%2Fg%2F11bw4v5z6_!19sChIJP1J52s7AaS4R-p_uTtPuJ4s?authuser=0&hl=id&rclk=1,-6.5359102,106.8819844,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzECJ9w926jrR8-5O_SXThlFcYA05306NxfjjFziwoHP4YBgAha5sAu5sQ55CokWm4ZgVajyIPkKV0b9-JCG2dN8xJ9QOEeChCFGsJg2sJYCvIghHamn2jF8OIjLyxjRzDZDW0efg=w1200-h800
Bukit Cioray Bogor Timur,Alam,Wisata Alam,Citeureup,Kabupaten Bogor,4.5,107,0,https://www.google.com/maps/place/Bukit+Cioray+Bogor+Timur/data=!4m7!3m6!1s0x2e69bfcca439ee8b:0xe8873969be6276c2!8m2!3d-6.524373!4d106.960012!16s%2Fg%2F11jp29vxwp!19sChIJi-45pMy_aS4RwnZivmk5h-g?authuser=0&hl=id&rclk=1,-6.524373,106.960012,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw4-kKZWtqvZCgPL_77EcrL-AX826534L7Iz5AbBr7HhksoloB59Y0phyn6JZO38tOKhInjeiExn_5YsYeogZp3yT9mOSW07zGVQMAMyszWE_SoNLuHWoAgaTgXkvtF7BUCCUAeMg=w1200-h800
Wisata jungle blessing,Umum,Lainnya,Citeureup,Kabupaten Bogor,4.1,220,35000,https://www.google.com/maps/place/Wisata+jungle+blessing/data=!4m7!3m6!1s0x2e69b98f44ca0673:0xa128cac87f361efe!8m2!3d-6.5724449!4d106.9647031!16s%2Fg%2F11llln307z!19sChIJcwbKRI-5aS4R_h42f8jKKKE?authuser=0&hl=id&rclk=1,-6.5724449,106.9647031,
Pura Parahyangan Agung Jagatkarta,Umum,Lainnya,Dramaga,Kabupaten Bogor,4.8,1554,25000,https://www.google.com/maps/place/Pura+Parahyangan+Agung+Jagatkarta/data=!4m7!3m6!1s0x2e69cfc114dd54f3:0x7bd4e9a53b4e9d1e!8m2!3d-6.6688984!4d106.7354632!16s%2Fg%2F1ym_l19_1!19sChIJ81TdFMHPaS4RHp1OO6Xp1Hs?authuser=0&hl=id&rclk=1,-6.6688984,106.7354632,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzcZAuKtJ89NsWmPC5qYwEmggkvJNVmrbq4o1A62vzO6-T2M3vmch233D5fPyOU3Re6wHAmQUAsTzw5y_Q3Aq_cG2U0Dl8ABh3P_yLAUKIRwc1YPCRZdeG0O9ooDn_zAs7np6U-=w1200-h800
Penangkaran Rusa Situ Gede,Alam,Wisata Alam,Dramaga,Kabupaten Bogor,4.3,172,0,https://www.google.com/maps/place/Penangkaran+Rusa+Situ+Gede/data=!4m7!3m6!1s0x2e69c49f7dcef6f7:0xf1eeb280fe181842!8m2!3d-6.5507058!4d106.7472072!16s%2Fg%2F11fy_f6174!19sChIJ9_bOfZ_EaS4RQhgY_oCy7vE?authuser=0&hl=id&rclk=1,-6.5507058,106.7472072,
Star Farm Agrowisata,Rekreasi,Wisata Rekreasi,Dramaga,Kabupaten Bogor,5,1286,120000,https://www.google.com/maps/place/Star+Farm+Agrowisata/data=!4m7!3m6!1s0x2e69c577366e186d:0xa0e1336b4fdfa762!8m2!3d-6.587333!4d106.7455432!16s%2Fg%2F11q4c83jf6!19sChIJbRhuNnfFaS4RYqffT2sz4aA?authuser=0&hl=id&rclk=1,-6.587333,106.7455432,https://lh3.googleusercontent.com/p/AF1QipNobHSgPFALU5hXmjOJm3dHoL8Lalz2jToDmOIK=w1200-h800
Taman Pinus atau Plaza Sukarno,Umum,Lainnya,Dramaga,Kabupaten Bogor,4.6,58,0,https://www.google.com/maps/place/Taman+Pinus+atau+Plaza+Sukarno/data=!4m7!3m6!1s0x2e69c4b1e466a0dd:0x6ab121d3cebdeb11!8m2!3d-6.559001!4d106.7303102!16s%2Fg%2F11bxf_r4hx!19sChIJ3aBm5LHEaS4REeu9ztMhsWo?authuser=0&hl=id&rclk=1,-6.559001,106.7303102,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSygWssVt51hnHOc_OE-puJ2kWsDQ4VdjodcF0JPy6QYEyL90ZB3KoqXeBlbVSacUMI98sk9wvQN-PmLq6zSjsnHxO8CLQrlQJ-jQAEcqeBli_v7063fqvl-qdAJItOO941iUA1k=w1200-h800
Kawasan Wisata Situ Gede,Alam,Wisata Alam,Dramaga,Kabupaten Bogor,4.4,774,0,https://www.google.com/maps/place/Kawasan+Wisata+Situ+Gede/data=!4m7!3m6!1s0x2e69c4a1ec02e203:0xbcf230c86e3e42c9!8m2!3d-6.5521757!4d106.7454787!16s%2Fg%2F11f0kyl6c9!19sChIJA-IC7KHEaS4RyUI-bsgw8rw?authuser=0&hl=id&rclk=1,-6.5521757,106.7454787,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwS-JuLYkFj_DutL8c_CMlgXh2QduCboQClKeU5zscralpULmvFkrBtnfKGNSpVrrALNu_UF2BvpRq_PMyyrs0AByUTRjBtEwLKfqwBfDCtB2s7CGqGX9d8XJnQ8IR0B4udJi6V=w1200-h800
Danau LSI IPB,Alam,Wisata Alam,Dramaga,Kabupaten Bogor,4.5,67,0,https://www.google.com/maps/place/Danau+LSI+IPB/data=!4m7!3m6!1s0x2e69c4b287d91f49:0x5fe64e6ff642884e!8m2!3d-6.5593873!4d106.7262913!16s%2Fg%2F11c0px50z2!19sChIJSR_Zh7LEaS4RTohC9m9O5l8?authuser=0&hl=id&rclk=1,-6.5593873,106.7262913,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwKzIQSMXNG3ob5rqDOpB3_ORZkOayvWcHXK_tqKUpZwRocc0TeWTWVNYYgAxdJdkTrMAGt9VeEoVygk4FPLIuztVIegqB90_uWm5L6lUyg40VWkpRpjG6L0TCFdsNiam525w2z=w1200-h800
Situ Burung,Alam,Wisata Alam,Dramaga,Kabupaten Bogor,4.4,76,0,https://www.google.com/maps/place/Situ+Burung/data=!4m7!3m6!1s0x2e69c3d90c5defe3:0xd26424efcfcbd4b!8m2!3d-6.5461532!4d106.7323815!16s%2Fg%2F11kw2mtd95!19sChIJ4-9dDNnDaS4RS738_E5CJg0?authuser=0&hl=id&rclk=1,-6.5461532,106.7323815,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxJBSE5U0ViMV1rzlBQF4-5rrhVMJGjKEAlOMdVBxTNKKsEW6I1HKeW3DJn8N-Xyap3nSa9kFeVRpp1TYck2zYH6rj4C743bemSMLn2v2jfusJ5V0_lDZ7DwzemEQF5Urv-dXEBPA=w1200-h800
Taman Payung Vila Nusa Indah,Alam,Wisata Alam,Gunung Putri,Kabupaten Bogor,4.4,139,0,https://www.google.com/maps/place/Taman+Payung+Vila+Nusa+Indah/data=!4m7!3m6!1s0x2e6992417893f9f3:0xf1b5f19bd4e90409!8m2!3d-6.317009!4d106.9777146!16s%2Fg%2F11g6924chm!19sChIJ8_mTeEGSaS4RCQTp1JvxtfE?authuser=0&hl=id&rclk=1,-6.317009,106.9777146,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPK3yY3H90yWVsDaJxRUPFz1Ptjvf8tF-KLV8eSYbrK1huvk054fl2xHOj4zrKtuB_jAhul-mNQZ8Lia9EwwGxN4GZ85u0Y9uXJgXB9Ym30Fcrux0OACgHnHLtv5F9k4T1kZ4=w1200-h800
Taman Burung Vila Nusa Indah,Alam,Wisata Alam,Gunung Putri,Kabupaten Bogor,4,675,0,https://www.google.com/maps/place/Taman+Burung+Vila+Nusa+Indah/data=!4m7!3m6!1s0x2e699241e209561f:0xeec1394eae54f96!8m2!3d-6.3144904!4d106.9782805!16s%2Fg%2F11c3k8x52y!19sChIJH1YJ4kGSaS4Rlk_l6pQT7A4?authuser=0&hl=id&rclk=1,-6.3144904,106.9782805,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwBWr-YloK2ae1y0GQKS88nug6kQ553EV8QPeaB-Lx9xspK8pnTnVoduB15UFYsLvAnfs74HxUWDwy04ZAs3C8gQKFcdW2QRxQzHcq_n5ZV0nGBNthYg4fXz1QwLfFl_EUQizmT=w1200-h800
Taman Tugu Jam VNI-3,Umum,Lainnya,Gunung Putri,Kabupaten Bogor,4.5,116,0,https://www.google.com/maps/place/Taman+Tugu+Jam+VNI-3/data=!4m7!3m6!1s0x2e69932e66365459:0x2f94fc0873dbec14!8m2!3d-6.3311742!4d106.9646847!16s%2Fg%2F11ght93t1z!19sChIJWVQ2Zi6TaS4RFOzbcwj8lC8?authuser=0&hl=id&rclk=1,-6.3311742,106.9646847,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxNtLb-_qwwO16y9pOyLhOrRF8tAz2fTkGuH1yGZ7gqZVG8nBUnnu6G97gHmRK53hOtqdguvCTu619Pavb3qmHucTYptrNgomnx6hrvUsJbTwPBPaeCEZAJqqwJU7W9e2VGnGbEcA=w1200-h800
Den Haag Forestry,Alam,Wisata Alam,Gunung Putri,Kabupaten Bogor,4.6,88,0,https://www.google.com/maps/place/Den+Haag+Forestry/data=!4m7!3m6!1s0x2e6995d3ad24c0ad:0xe5b14fd4080340c!8m2!3d-6.381587!4d106.9581123!16s%2Fg%2F11p0z9wx_b!19sChIJrcAkrdOVaS4RDDSAQP0UWw4?authuser=0&hl=id&rclk=1,-6.381587,106.9581123,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwKjfYc5TbaWSN4hxOTqwQxS2wavG-JQ2hSj8BTk5gG4r5vWk0PUmAXG5y3ziALWmZdb0Pd_1-3n3Z2rcdOWksF7-XtvwhZpIZtUVYj5rMm05LP0aagPV6-1SgqH5tSVWTvKV3-NQ=w1200-h800
Taman Kota Wisata,Alam,Wisata Alam,Gunung Putri,Kabupaten Bogor,4.4,220,0,https://www.google.com/maps/place/Taman+Kota+Wisata/data=!4m7!3m6!1s0x2e699377cd66d2a7:0x3be6233ae3a82f2f!8m2!3d-6.3638479!4d106.9588096!16s%2Fg%2F11g8fkvjn3!19sChIJp9JmzXeTaS4RLy-o4zoj5js?authuser=0&hl=id&rclk=1,-6.3638479,106.9588096,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx9zCW7oPQ_TxOXQ3EaQxY4bWkvyT9QV3yQgQlXlEXk5fvDv-c6nrp41nZZbEOUOsYXxF29iZyruILo4BVKPF6dI_nbasuVckaOd5B5uDLA-Iy9vg_CybCEJ1-BQ2PKE-O_ZaWJjw=w1200-h800
Saung GPS Citongtut,Umum,Lainnya,Gunung Putri,Kabupaten Bogor,4.9,66,0,https://www.google.com/maps/place/Saung+GPS+Citongtut/data=!4m7!3m6!1s0x2e6995761496ac5d:0x6b3028324a08f4ce!8m2!3d-6.4268244!4d106.9328732!16s%2Fg%2F11mvwg2cvd!19sChIJXayWFHaVaS4RzvQISjIoMGs?authuser=0&hl=id&rclk=1,-6.4268244,106.9328732,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyxQ0cayIAzqzA7OyA-Ec7t7-2FKV5NvtsTtL_VkeUZK9zV9vuXRzNvFYSuP_NJ5k3ZL-AgowUQmuy4DLzcuxeiAMmeUkygtvXuVhhHx_9wwQPKvY8vetHGYDSKx1-K5zC--Y8-=w1200-h800
Einstein Park,Alam,Wisata Alam,Gunung Putri,Kabupaten Bogor,4.6,59,0,https://www.google.com/maps/place/Einstein+Park/data=!4m7!3m6!1s0x2e6994f3ca53e215:0x5fadb9e099e3d8f4!8m2!3d-6.4013053!4d106.9508673!16s%2Fg%2F11c48sd9yp!19sChIJFeJTyvOUaS4R9NjjmeC5rV8?authuser=0&hl=id&rclk=1,-6.4013053,106.9508673,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzCyXf4t9aCvRmWVevauurEC89_XSVT-sNQEwdXO8Roxp21lAGaxjgsILP0d-QYXMlfjf1MvnNndBP5fKmtjzDhbMYRT_fEI6wJDkg4BU_CqKBdUzwSkYchfyZG7CoQEM2jcLh8=w1200-h800
Taman Cluster Elang,Alam,Wisata Alam,Gunung Putri,Kabupaten Bogor,4.3,118,0,https://www.google.com/maps/place/Taman+Cluster+Elang/data=!4m7!3m6!1s0x2e6993b1655076cd:0xe8d279d0db1c5019!8m2!3d-6.3407152!4d106.9750135!16s%2Fg%2F11cmd1rlzb!19sChIJzXZQZbGTaS4RGVAc29B50ug?authuser=0&hl=id&rclk=1,-6.3407152,106.9750135,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzLWfZ1-VV8CI2ZSOx_4TOrY-8vxfKnbZ2kLZuAhpv9iDrqvge-DfLetZWkaxbe7to15_Z6kgCvc30FL23cyEy9J0sv_zVhtI8F4YDGuR6SzmeaGlC-IBBbLOyp5wNk6DWZ-TI=w1200-h800
Riverside Plantation Indonesia,Umum,Lainnya,Gunung Putri,Kabupaten Bogor,4.5,83,0,https://www.google.com/maps/place/Riverside+Plantation+Indonesia/data=!4m7!3m6!1s0x2e69ead01b8e91f9:0x93546c3d55eacef9!8m2!3d-6.4292822!4d106.9014343!16s%2Fg%2F11bccjwq7j!19sChIJ-ZGOG9DqaS4R-c7qVT1sVJM?authuser=0&hl=id&rclk=1,-6.4292822,106.9014343,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyQ_G0WH3bQfq0I6WDq3BfWfqLW6zS_lZF62oLYyVJad7I0z86wY-0U9XdMOqCH1jLfx2x-1H9Pq_9Yv9yGGDhzOKjUhM1ZUyHS-mPjua3kstXB_tOhk03uDtuCmKGzpPV6oVF-Nw=w1200-h800
Situ Cicadas,Alam,Wisata Alam,Gunung Putri,Kabupaten Bogor,4.3,64,0,https://www.google.com/maps/place/Situ+Cicadas/data=!4m7!3m6!1s0x2e6995226694b137:0x150471b4871a2e47!8m2!3d-6.4255267!4d106.9346633!16s%2Fg%2F11g6qt_t8d!19sChIJN7GUZiKVaS4RRy4ah7RxBBU?authuser=0&hl=id&rclk=1,-6.4255267,106.9346633,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzSbEmq4BcEnoPwCLM976ziOvcgKY0F6X8G5muWe8pkL4czxRBMdsKi_Ol7TGqD-DxSulwcAYXsYcdEUDxqjbtqlcoRQiG6-8SYblZfmH4w69LqT5uOJYlb1PhZxAVHJGCe2QXE_g=w1200-h800
Taman Blok KF,Alam,Wisata Alam,Gunung Putri,Kabupaten Bogor,4.3,97,0,https://www.google.com/maps/place/Taman+Blok+KF/data=!4m7!3m6!1s0x2e699255b6fc5aad:0xba386fa9c6576ef7!8m2!3d-6.3317839!4d106.961885!16s%2Fg%2F11g6rjzc01!19sChIJrVr8tlWSaS4R925XxqlvOLo?authuser=0&hl=id&rclk=1,-6.3317839,106.961885,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSznO4Txhgcw4_MdsIxDUtWdMq6ITE9wtSrILKJeBH-wk4Dv7hEuujWBBI01ainVZWs_c6fJxUElMvLBsToFHKSRCeWLCZDtR3LghbKbamAdkSnyofmtS6iWLkKgkjhNCrQwhh7VYA=w1200-h800
Gunung Kapur,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.2,51,15000,https://www.google.com/maps/place/Gunung+Kapur/data=!4m7!3m6!1s0x2e69e7efa57277c1:0xaf97d2d481e1d761!8m2!3d-6.4327285!4d106.696048!16s%2Fg%2F11sy_4f_c1!19sChIJwXdype_naS4RYdfhgdTSl68?authuser=0&hl=id&rclk=1,-6.4327285,106.696048,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzDIuDdFFj5I5afRqJgoudfFn8qfQjQ-xJDnzNaWV_uP1hsOBpv-Ghw2JH7Hcgi2KTlsZbNDKCuQfQ4M7EyaU2PAk0nNEPJgs0hLR2Eqdzky3ZN89CvRSItHLa3rrWPqkqO_dXeAg=w1200-h800
Kampung Adat Gunung Dago,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.6,1134,25000,https://www.google.com/maps/place/Kampung+Adat+Gunung+Dago/data=!4m7!3m6!1s0x2e69e3f696b36c05:0x1cdb5b0b8e972629!8m2!3d-6.3868952!4d106.5839455!16s%2Fg%2F11hz75y2rw!19sChIJBWyzlvbjaS4RKSaXjgtb2xw?authuser=0&hl=id&rclk=1,-6.3868952,106.5839455,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyII-38BGUEbRT4i0mqKQ7KfHcBTyF24nTT0GQx5JCZlj7x633rk1R33IQVNh-Xp2FQEdlWGDlcoAHXJk69suYg_MoDMcuyGeOO-XxbNNsXkO5JT8-UrgZ6TyHRPKPXOod0NqwW=w1200-h800
Kolam Renang Telaga Sindur,Rekreasi,Wisata Rekreasi,Gunung Sindur,Kabupaten Bogor,4.2,469,30000,https://www.google.com/maps/place/Kolam+Renang+Telaga+Sindur/data=!4m7!3m6!1s0x2e69e5d0936a52f3:0x9a4ea03e32739762!8m2!3d-6.3783406!4d106.6867008!16s%2Fg%2F11g69ymjcj!19sChIJ81Jqk9DlaS4RYpdzMj6gTpo?authuser=0&hl=id&rclk=1,-6.3783406,106.6867008,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzvSHqnmixfYD6sGOoEtO6-hqqE3ib45uv_iqejTewa7HM_xnDz3wftBQnQ0Yz0K3QZviQ2spsS_pP2n5jb8UFn7tNmJommWobDQvGWL3VAr3sbwE62ErZg6kvHq_EHW1n4AYlGbw=w1200-h800
Taman Herbal Insani Depok,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.5,9853,30000,https://www.google.com/maps/place/Taman+Herbal+Insani+Depok/data=!4m7!3m6!1s0x2e69e9a3b08d4ced:0x46cd06334f8eec8c!8m2!3d-6.4318516!4d106.7432701!16s%2Fg%2F11f6g3w6kc!19sChIJ7UyNsKPpaS4RjOyOTzMGzUY?authuser=0&hl=id&rclk=1,-6.4318516,106.7432701,https://lh3.googleusercontent.com/p/AF1QipP-xFoycS4_NotHPT-4Xd5rb5zKlt9_d9_77cLN=w1200-h800
Central Park Grand Bukit Dago,Alam,Wisata Alam,Gunung Sindur,Kabupaten Bogor,4.5,1247,0,https://www.google.com/maps/place/Central+Park+Grand+Bukit+Dago/data=!4m7!3m6!1s0x2e69e594ade9bc6f:0xb91b7633c965d4f0!8m2!3d-6.3643366!4d106.7050483!16s%2Fg%2F11b77q2l0p!19sChIJb7zprZTlaS4R8NRlyTN2G7k?authuser=0&hl=id&rclk=1,-6.3643366,106.7050483,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyfxU18Z5ugEiKwDnVUerwLcEVDSowyhfw6AfSOxmmcVWri0F--DjYDiFhRGnknM25HLxrHhmT7Tl9WdngxLI5FEi23P1e4MxyC-vcvtiNJzKKmbqIOOue398ratD5lKqHQyDGxeQ=w1200-h800
Kampung Konservasi RIMBUN,Budaya,Wisata Budaya & Edukasi,Gunung Sindur,Kabupaten Bogor,4.3,1811,0,https://www.google.com/maps/place/Kampung+Konservasi+RIMBUN/data=!4m7!3m6!1s0x2e69e512ba5304d9:0x3df3895e9c38f89b!8m2!3d-6.333296!4d106.6990566!16s%2Fg%2F11fy56xr7m!19sChIJ2QRTuhLlaS4Rm_g4nF6J8z0?authuser=0&hl=id&rclk=1,-6.333296,106.6990566,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwJyjedDPJ4lb3o69m76-YN501xhN2F54dwGxP1gDEwYNq126xJKn9wHJNoCp7SxdhyJPt7epZ_pDqmPLtZX2ffHZIxszfdPN9MAhliWtXllJR1Hq7RVOlmru-Vs6TKzfWBZDXG=w1200-h800
Kampung Ekowisata Keranggan Tangerang Selatan,Budaya,Wisata Budaya & Edukasi,Gunung Sindur,Kabupaten Bogor,4.6,180,0,https://www.google.com/maps/place/Kampung+Ekowisata+Keranggan+Tangerang+Selatan/data=!4m7!3m6!1s0x2e69e59d981147bb:0x828515f936dc16fe!8m2!3d-6.3481001!4d106.6526569!16s%2Fg%2F11nsx4fg25!19sChIJu0cRmJ3laS4R_hbcNvkVhYI?authuser=0&hl=id&rclk=1,-6.3481001,106.6526569,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzW6mO5e3h1RcyjIWsP_OC0d3MBLpgB-iF8bY-SrlMNBsR145CzNWbVuSj2ZY4LnQqoPLvNhv3FOtCkhy4IUFxhC4dgjNGb3zb8-_OQQgMD5Db8oSKfOcSb1afZYdTkLuO0cX_-=w1200-h800
